genome_id,prediction_NNM,prediction_gRodon_clade,prediction_gRodon_pkg,prediction_phylopred,prediction_Phydon,prediction_xTrimoPhylo_MLP,k_clade,kk,phy_distance,label,cv_0,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9
GCF_000022785.1,0.383868949,0.119483459,0.119434003,0.350929612,0.1711748,0.406951994,10,1,4.06332724559989,0.078766725,test,train,train,train,train,train,train,train,train,train
GCF_000023265.1,0.251498578,0.134832212,0.134856161,0.267527644,0.208117179,0.297720015,10,5,4.057080848,0.3150669,train,train,train,train,test,train,train,train,train,train
GCF_000023325.1,0.081897444,0.072487192,0.072485222,0.341808957,0.239698584,0.463162154,10,3,4.014557272,0.402992547,train,train,test,train,train,train,train,train,train,train
GCF_000024245.1,0.383868949,0.339105523,0.338947277,0.350929612,0.297910452,0.371130526,10,1,4.06332724559989,0.407733636,test,train,train,train,train,train,train,train,train,train
GCF_000024285.1,0.251498578,0.097603076,0.097629114,0.267527644,0.275782264,0.241419017,10,5,4.057080848,1.824071528,train,train,train,train,test,train,train,train,train,train
GCF_000024425.1,0.251498578,0.177126927,0.176994837,0.267527644,0.342351797,0.189734176,10,5,4.057080848,0.415058192,train,train,train,train,test,train,train,train,train,train
GCF_000024605.1,0.251498578,0.099727468,0.099799462,0.267527644,0.282082263,0.180233061,10,5,4.057080848,0.364814306,train,train,train,train,test,train,train,train,train,train
GCF_000024845.1,0.383868949,0.094343569,0.094278802,0.350929612,0.390125735,0.706759751,10,1,4.06332724559989,0.46209812,test,train,train,train,train,train,train,train,train,train
GCF_000025005.1,0.251498578,0.083401528,0.083470476,0.267527644,0.249268474,0.089139029,10,5,4.057080848,0.169473638,train,train,train,train,test,train,train,train,train,train
GCF_000025645.1,0.350853375,0.070506323,0.070545023,0.267527644,0.235380058,0.470236003,10,5,4.057080848,0.558989662,train,train,train,train,test,train,train,train,train,train
GCF_000025945.1,0.383868949,0.163699479,0.163508959,0.350929612,0.131776446,0.036343828,10,1,4.06332724559989,0.025672118,test,train,train,train,train,train,train,train,train,train
GCF_000025965.1,0.380958397,0.094886044,0.094937363,0.350929612,0.154407869,0.371370703,10,1,4.06332724559989,0.086643398,test,train,train,train,train,train,train,train,train,train
GCF_000025985.1,0.383868949,0.556012772,0.556030146,0.350929612,0.472190698,0.33602348,10,1,4.06332724559989,1.575334501,test,train,train,train,train,train,train,train,train,train
GCF_000027325.1,0.671095743,0.131445347,0.131409783,0.420422244,0.185244428,0.455774188,10,7,4.14749238627446,0.058247662,train,train,train,train,train,train,test,train,train,train
GCF_000046705.1,0.383868949,0.083115607,0.083044458,0.350929612,0.144702187,0.435223967,10,1,4.06332724559989,0.23104906,test,train,train,train,train,train,train,train,train,train
GCF_000060345.1,0.380958397,0.24590107,0.246111057,0.350929612,0.201666298,0.773098707,10,1,4.06332724559989,0.166222345,test,train,train,train,train,train,train,train,train,train
GCF_000067165.1,0.380958397,0.099589149,0.099628761,0.350929612,0.171446039,0.132806301,10,1,4.06332724559989,0.11552453,test,train,train,train,train,train,train,train,train,train
GCF_000068585.1,1.816156398,0.105381261,0.105437661,0.319966732,0.124037743,0.363334119,10,2,4.051421646,0.34657359,train,test,train,train,train,train,train,train,train,train
GCF_000091545.1,0.350853375,0.277360463,0.277125852,0.267527644,0.493933287,0.468528003,10,5,4.057080848,2.390162692,train,train,train,train,test,train,train,train,train,train
GCF_000092405.1,0.251498578,0.034376839,0.03436304,0.267527644,0.131027633,0.155879602,10,5,4.057080848,0.038810033,train,train,train,train,test,train,train,train,train,train
GCF_000092585.1,0.671095743,0.266744509,0.266677124,0.420422244,0.302491985,0.857588828,10,7,4.14749238627446,0.282917217,train,train,train,train,train,train,test,train,train,train
GCF_000092905.1,0.251498578,0.053082125,0.053065524,0.267527644,0.162010332,0.202039406,10,5,4.057080848,0.106638028,train,train,train,train,test,train,train,train,train,train
GCF_000092965.1,0.350853375,0.069503328,0.069527472,0.267527644,0.234542315,0.482810199,10,5,4.057080848,0.558989662,train,train,train,train,test,train,train,train,train,train
GCF_000143685.1,0.251498578,0.190130239,0.190043918,0.267527644,0.223327792,0.508099973,10,5,4.057080848,2.665950694,train,train,train,train,test,train,train,train,train,train
GCF_000145215.1,0.350853375,0.113272375,0.113203851,0.267527644,0.352613828,0.456612766,10,5,4.057080848,0.753420848,train,train,train,train,test,train,train,train,train,train
GCF_000147695.2,0.350853375,0.073533333,0.073514608,0.267527644,0.234913679,0.441957504,10,5,4.057080848,0.57762265,train,train,train,train,test,train,train,train,train,train
GCF_000147715.2,0.061630869,0.055603601,0.055668212,0.341808957,0.142982345,0.443706393,10,3,4.014557272,0.04200892,train,train,test,train,train,train,train,train,train,train
GCF_000148265.1,0.251498578,0.893838293,0.894383459,0.267527644,0.453137654,0.565448344,10,5,4.057080848,1.808210036,train,train,train,train,test,train,train,train,train,train
GCF_000153485.2,0.380958397,0.15067129,0.15063505,0.350929612,0.129658213,0.516046703,10,1,4.06332724559989,0.029736044,test,train,train,train,train,train,train,train,train,train
GCF_000157975.1,0.350853375,0.277035711,0.276915497,0.267527644,0.285376557,0.462894678,10,5,4.057080848,0.385081767,train,train,train,train,test,train,train,train,train,train
GCF_000159355.1,0.251498578,0.682188963,0.682432983,0.267527644,0.527205952,0.370599329,10,5,4.057080848,1.611970187,train,train,train,train,test,train,train,train,train,train
GCF_000162035.1,0.341045279,0.4739213,0.474076452,0.350929612,0.401514481,0.685170591,10,1,4.06332724559989,1.17482573,test,train,train,train,train,train,train,train,train,train
GCF_000164905.1,0.383868949,0.090516473,0.090583793,0.350929612,0.289542865,0.362085193,10,1,4.06332724559989,0.364814306,test,train,train,train,train,train,train,train,train,train
GCF_000165465.1,0.251498578,0.154790844,0.154792912,0.267527644,0.192420582,0.443941891,10,5,4.057080848,0.173286795,train,train,train,train,test,train,train,train,train,train
GCF_000166335.1,0.350853375,0.114969159,0.11501654,0.267527644,0.337323697,0.466716468,10,5,4.057080848,0.128123324,train,train,train,train,test,train,train,train,train,train
GCF_000166355.1,0.251498578,0.140520314,0.140660575,0.267527644,0.3091907,0.459595561,10,5,4.057080848,0.34657359,train,train,train,train,test,train,train,train,train,train
GCF_000166775.1,0.350853375,0.113328121,0.113407588,0.267527644,0.302267161,0.466398418,10,5,4.057080848,0.277258872,train,train,train,train,test,train,train,train,train,train
GCF_000167195.1,0.466353886,0.132868752,0.132837712,0.34389792,0.164261196,1.103172779,10,4,4.014557272,0.05,train,train,train,test,train,train,train,train,train,train
GCF_000167355.1,0.383868949,0.06540429,0.065450519,0.350929612,0.121337888,0.136375785,10,1,4.06332724559989,0.269707074,test,train,train,train,train,train,train,train,train,train
GCF_000167595.1,0.671095743,0.135992871,0.135980535,0.420422244,0.190517324,0.419769943,10,7,4.14749238627446,0.058247662,train,train,train,train,train,train,test,train,train,train
GCF_000168175.1,0.409685212,0.293940392,0.293980482,0.354442299,0.304987257,0.824104309,10,6,4.172196966,0.877401494,train,train,train,train,train,test,train,train,train,train
GCF_000169535.1,0.671095743,0.456872744,0.456739049,0.420422244,0.441939042,1.067278981,10,7,4.14749238627446,0.46209812,train,train,train,train,train,train,test,train,train,train
GCF_000170735.1,0.409685212,0.339451904,0.339395378,0.354442299,0.456037369,0.778013349,10,6,4.172196966,0.835117085,train,train,train,train,train,test,train,train,train,train
GCF_000171395.1,0.671095743,0.467025376,0.467174753,0.420422244,0.449784949,1.079373479,10,7,4.14749238627446,0.46209812,train,train,train,train,train,train,test,train,train,train
GCF_000173615.1,0.383868949,0.117582546,0.117590198,0.350929612,0.334621197,0.719458818,10,1,4.06332724559989,0.290019741,test,train,train,train,train,train,train,train,train,train
GCF_000175255.2,0.383868949,0.301322205,0.301145753,0.350929612,0.275129148,0.371950477,10,1,4.06332724559989,0.407733636,test,train,train,train,train,train,train,train,train,train
GCF_000175575.2,0.380958397,0.072869329,0.072870048,0.350929612,0.170059335,0.124352798,10,1,4.06332724559989,0.279494831,test,train,train,train,train,train,train,train,train,train
GCF_000178815.2,0.380958397,0.228573999,0.228377049,0.350929612,0.241202675,0.224671766,10,1,4.06332724559989,0.0052912,test,train,train,train,train,train,train,train,train,train
GCF_000183545.2,0.251498578,0.152861088,0.152827071,0.267527644,0.411362752,0.278525263,10,5,4.057080848,0.46209812,train,train,train,train,test,train,train,train,train,train
GCF_000184705.1,0.251498578,0.180412234,0.180300484,0.267527644,0.495885774,0.263118595,10,5,4.057080848,0.019232719,train,train,train,train,test,train,train,train,train,train
GCF_000185805.1,0.383868949,0.337813069,0.337955719,0.350929612,0.673254175,0.343010247,10,1,4.06332724559989,0.441495019,test,train,train,train,train,train,train,train,train,train
GCF_000186245.1,0.409685212,0.156775515,0.156849018,0.354442299,0.212264466,0.66712296,10,6,4.172196966,0.376710424,train,train,train,train,train,test,train,train,train,train
GCF_000186345.1,0.380958397,0.085519172,0.085471371,0.350929612,0.165139873,-0.022164626,10,1,4.06332724559989,0.039950846,test,train,train,train,train,train,train,train,train,train
GCF_000186445.1,0.251498578,1.536259718,1.535549802,0.267527644,0.697380481,0.414818406,10,5,4.057080848,1.155245301,train,train,train,train,test,train,train,train,train,train
GCF_000190435.1,0.437717683,0.141208926,0.141150382,0.355231546,0.139344177,0.248922452,10,9,4.37197891320676,0.033007009,train,train,train,train,train,train,train,train,test,train
GCF_000191045.1,0.383868949,0.134669409,0.134725103,0.350929612,0.357752959,0.72888279,10,1,4.06332724559989,0.444325116,test,train,train,train,train,train,train,train,train,train
GCF_000191905.1,0.251498578,0.193727217,0.193530037,0.267527644,0.211381919,0.498530895,10,5,4.057080848,0.714584722,train,train,train,train,test,train,train,train,train,train
GCF_000192395.2,0.671095743,0.344089304,0.343925365,0.420422244,0.380735813,0.884653568,10,7,4.14749238627446,0.228761446,train,train,train,train,train,train,test,train,train,train
GCF_000195185.1,0.380958397,0.147714888,0.147578603,0.350929612,0.169020314,-0.033651378,10,1,4.06332724559989,0.069314718,test,train,train,train,train,train,train,train,train,train
GCF_000195335.1,0.192411916,0.154185745,0.154087493,0.267527644,0.36836212,0.30385828,10,5,4.057080848,1.824071528,train,train,train,train,test,train,train,train,train,train
GCF_000195735.1,0.383868949,0.119424602,0.119300387,0.350929612,0.171192546,0.396136045,10,1,4.06332724559989,0.078766725,test,train,train,train,train,train,train,train,train,train
GCF_000195855.1,0.251498578,0.047204971,0.047156719,0.267527644,0.108532287,-0.301795632,10,5,4.057080848,0.002888113,train,train,train,train,test,train,train,train,train,train
GCF_000195875.1,0.671095743,0.272558082,0.272313656,0.420422244,0.314477315,0.738276124,10,7,4.14749238627446,0.693147181,train,train,train,train,train,train,test,train,train,train
GCF_000195955.2,0.251498578,0.069832848,0.069858215,0.267527644,0.131316298,0.082309671,10,5,4.057080848,0.0472,train,train,train,train,test,train,train,train,train,train
GCF_000196115.1,0.380958397,0.172852684,0.172949544,0.350929612,0.184473757,-0.030903412,10,1,4.06332724559989,0.069314718,test,train,train,train,train,train,train,train,train,train
GCF_000196135.1,0.409685212,0.268991839,0.269005775,0.354442299,0.286290254,0.742672086,10,6,4.172196966,0.693147181,train,train,train,train,train,test,train,train,train,train
GCF_000196175.1,0.380958397,0.981816592,0.981933957,0.350929612,0.655452986,0.008934141,10,1,4.06332724559989,0.495105129,test,train,train,train,train,train,train,train,train,train
GCF_000196275.1,0.192411916,0.261432965,0.261555104,0.267527644,0.353011892,0.140180036,10,5,4.057080848,0.753420848,train,train,train,train,test,train,train,train,train,train
GCF_000196555.1,0.251498578,0.71597254,0.716505252,0.267527644,0.575520163,0.083598413,10,5,4.057080848,0.459037868,train,train,train,train,test,train,train,train,train,train
GCF_000196875.2,0.383868949,0.201194558,0.201279781,0.350929612,0.281019514,0.514814496,10,1,4.06332724559989,1.777300463,test,train,train,train,train,train,train,train,train,train
GCF_000199675.1,0.251498578,0.092561475,0.09254425,0.267527644,0.206332883,0.307449758,10,5,4.057080848,0.009627044,train,train,train,train,test,train,train,train,train,train
GCF_000210155.1,0.383868949,0.049742581,0.049763596,0.350929612,0.10840295,0.197630703,10,1,4.06332724559989,0.11552453,test,train,train,train,train,train,train,train,train,train
GCF_000212635.3,0.383868949,0.315621249,0.315755822,0.350929612,0.306149605,0.281316757,10,1,4.06332724559989,0.693147181,test,train,train,train,train,train,train,train,train,train
GCF_000213255.1,0.350853375,0.068312699,0.068348273,0.267527644,0.164365946,0.277035505,10,5,4.057080848,0.06301338,train,train,train,train,test,train,train,train,train,train
GCF_000214665.1,0.363464224,0.148172606,0.148336582,0.350929612,0.15338099,0.019886615,10,1,4.06332724559989,0.006188814,test,train,train,train,train,train,train,train,train,train
GCF_000215485.1,0.383868949,0.089369762,0.089338057,0.350929612,0.163461697,-0.173527524,10,1,4.06332724559989,0.032090147,test,train,train,train,train,train,train,train,train,train
GCF_000215525.1,0.383868949,0.089825837,0.089728952,0.350929612,0.163870544,-0.154084161,10,1,4.06332724559989,0.032090147,test,train,train,train,train,train,train,train,train,train
GCF_000217795.1,0.383868949,0.062900338,0.062868212,0.350929612,0.238658732,0.257085472,10,1,4.06332724559989,0.34657359,test,train,train,train,train,train,train,train,train,train
GCF_000218625.1,0.380958397,0.063940904,0.06390338,0.350929612,0.169143889,0.37739715,10,1,4.06332724559989,0.082321518,test,train,train,train,train,train,train,train,train,train
GCF_000218855.1,0.251498578,0.193288569,0.193098724,0.267527644,0.211174754,0.499433964,10,5,4.057080848,0.714584722,train,train,train,train,test,train,train,train,train,train
GCF_000219125.1,0.251498578,0.071360363,0.071382674,0.267527644,0.119120812,0.259350955,10,5,4.057080848,0.019254088,train,train,train,train,test,train,train,train,train,train
GCF_000224745.1,0.383868949,0.10382186,0.103776976,0.350929612,0.412617301,0.689603686,10,1,4.06332724559989,0.46209812,test,train,train,train,train,train,train,train,train,train
GCF_000225955.1,0.383868949,0.186905404,0.186756616,0.350929612,0.219357948,0.183896869,10,1,4.06332724559989,0.182407153,test,train,train,train,train,train,train,train,train,train
GCF_000228805.1,0.192411916,0.726008219,0.726417083,0.267527644,0.534888492,0.429933339,10,5,4.057080848,0.630133801,train,train,train,train,test,train,train,train,train,train
GCF_000235405.2,0.081897444,0.127114505,0.127262362,0.341808957,0.357637346,0.476156533,10,3,4.014557272,0.232599725,train,train,test,train,train,train,train,train,train,train
GCF_000235585.1,0.251498578,0.372583162,0.372239504,0.267527644,0.334114375,0.408597887,10,5,4.057080848,0.256721178,train,train,train,train,test,train,train,train,train,train
GCF_000235665.1,0.466353886,0.112096298,0.112072691,0.34389792,0.155728965,1.060135484,10,4,4.014557272,0.05,train,train,train,test,train,train,train,train,train,train
GCF_000236685.1,0.437717683,0.11750227,0.117444752,0.355231546,0.112806631,0.25809145,10,9,4.37197891320676,0.046209812,train,train,train,train,train,train,train,train,test,train
GCF_000237765.1,0.341045279,1.94472953,1.943766631,0.350929612,0.901969161,0.45219183,10,1,4.06332724559989,1.961737303,test,train,train,train,train,train,train,train,train,train
GCF_000237825.1,0.061630869,0.107384234,0.107476343,0.341808957,0.281397341,0.471680671,10,3,4.014557272,0.010951923,train,train,test,train,train,train,train,train,train,train
GCF_000241385.1,0.341045279,1.232513685,1.231823673,0.350929612,0.881019447,0.450218946,10,1,4.06332724559989,4.332169878,test,train,train,train,train,train,train,train,train,train
GCF_000241785.1,0.341045279,0.996595726,0.996473808,0.350929612,0.58555232,0.649964511,10,1,4.06332724559989,1.386294361,test,train,train,train,train,train,train,train,train,train
GCF_000242595.2,0.778909931,0.082400226,0.08230881,0.355231546,0.08649231,0.229753599,10,9,4.37197891320676,0.046834269,train,train,train,train,train,train,train,train,test,train
GCF_000243155.2,0.251498578,0.140702345,0.14055219,0.267527644,0.189497077,0.261847466,10,5,4.057080848,0.208152306,train,train,train,train,test,train,train,train,train,train
GCF_000243435.1,0.383868949,0.270955167,0.271226788,0.350929612,0.280767034,0.232310593,10,1,4.06332724559989,0.165035043,test,train,train,train,train,train,train,train,train,train
GCF_000246015.1,0.090087978,0.13349569,0.133451517,0.330158273,0.12556455,0.623474956,10,10,4.327659694,0.067756323,train,train,train,train,train,train,train,train,train,test
GCF_000246815.1,0.868829598,0.070370971,0.070369558,0.355231546,0.079162499,0.18673104,10,9,4.37758272282925,0.027182242,train,train,train,train,train,train,train,train,test,train
GCF_000252165.1,0.383868949,0.119562804,0.119646347,0.350929612,0.120884507,0.259175152,10,1,4.06332724559989,0.053941415,test,train,train,train,train,train,train,train,train,train
GCF_000255135.1,0.061630869,0.346173469,0.346538936,0.341808957,0.614015581,0.509661973,10,3,4.014557272,1.873370758,train,train,test,train,train,train,train,train,train,train
GCF_000255415.1,0.671095743,0.440460446,0.440065507,0.420422244,0.433793799,1.059363127,10,7,4.14749238627446,0.46209812,train,train,train,train,train,train,test,train,train,train
GCF_000255435.1,0.671095743,0.466862426,0.466985906,0.420422244,0.448745693,1.053553939,10,7,4.14749238627446,0.46209812,train,train,train,train,train,train,test,train,train,train
GCF_000261585.1,0.383868949,0.169959311,0.169772504,0.350929612,0.201127067,0.116535991,10,1,4.06332724559989,0.0578,test,train,train,train,train,train,train,train,train,train
GCF_000263875.1,0.251498578,0.415161582,0.415058192,0.267527644,0.319319304,0.209495649,10,5,4.057080848,0.130782487,train,train,train,train,test,train,train,train,train,train
GCF_000266925.1,0.061630869,0.042011952,0.04202675,0.341808957,0.163614378,0.462221533,10,3,4.014557272,0.204468195,train,train,test,train,train,train,train,train,train,train
GCF_000270265.1,0.466353886,0.182490055,0.18227764,0.34389792,0.169388004,1.074121714,10,4,4.014557272,0.1050223,train,train,train,test,train,train,train,train,train,train
GCF_000277205.1,0.383868949,0.119728115,0.119739355,0.350929612,0.171335257,0.402560979,10,1,4.06332724559989,0.078766725,test,train,train,train,train,train,train,train,train,train
GCF_000277285.1,0.383868949,0.130398089,0.130383955,0.350929612,0.179715471,0.407327443,10,1,4.06332724559989,0.039383363,test,train,train,train,train,train,train,train,train,train
GCF_000277305.1,0.383868949,0.130293929,0.130325119,0.350929612,0.17965904,0.407743931,10,1,4.06332724559989,0.039383363,test,train,train,train,train,train,train,train,train,train
GCF_000277875.1,0.380958397,0.180324599,0.180497677,0.350929612,0.197418692,0.149616167,10,1,4.06332724559989,0.282917217,test,train,train,train,train,train,train,train,train,train
GCF_000278585.1,0.383868949,0.202040287,0.20217214,0.350929612,0.228560712,0.033416696,10,1,4.06332724559989,0.173286795,test,train,train,train,train,train,train,train,train,train
GCF_000279435.1,0.341045279,1.925136822,1.924874148,0.350929612,0.89382337,0.48522234,10,1,4.06332724559989,1.961737303,test,train,train,train,train,train,train,train,train,train
GCF_000280725.1,0.251498578,0.38043851,0.380160797,0.267527644,0.301047855,0.218257248,10,5,4.057080848,0.130782487,train,train,train,train,test,train,train,train,train,train
GCF_000281175.1,0.251498578,0.046673908,0.046641087,0.267527644,0.149060537,0.23163107,10,5,4.057080848,0.138629436,train,train,train,train,test,train,train,train,train,train
GCF_000284315.1,0.383868949,0.216104114,0.216102005,0.350929612,0.247830128,0.007237053,10,1,4.06332724559989,0.090136174,test,train,train,train,train,train,train,train,train,train
GCF_000284375.1,0.383868949,0.16579967,0.165788988,0.350929612,0.198342222,0.160706758,10,1,4.06332724559989,0.0578,test,train,train,train,train,train,train,train,train,train
GCF_000284455.1,0.466353886,0.182323889,0.182258468,0.34389792,0.169319861,1.074052453,10,4,4.014557272,0.1050223,train,train,train,test,train,train,train,train,train,train
GCF_000288315.1,0.251498578,1.15411773,1.154283398,0.267527644,0.552934576,0.434014022,10,5,4.057080848,1.155245301,train,train,train,train,test,train,train,train,train,train
GCF_000288635.1,0.251498578,1.078305429,1.078996234,0.267527644,0.522234923,0.431074023,10,5,4.057080848,1.155245301,train,train,train,train,test,train,train,train,train,train
GCF_000291685.1,0.380958397,0.540218026,0.540255012,0.350929612,0.362951581,0.498184025,10,1,4.06332724559989,0.509667045,test,train,train,train,train,train,train,train,train,train
GCF_000292405.1,0.671095743,0.132894474,0.133031472,0.420422244,0.187150179,0.430987328,10,7,4.14749238627446,0.058247662,train,train,train,train,train,train,test,train,train,train
GCF_000292445.1,0.671095743,0.143229092,0.143354397,0.420422244,0.19661002,0.395458817,10,7,4.14749238627446,0.058247662,train,train,train,train,train,train,test,train,train,train
GCF_000292485.1,0.671095743,0.139344343,0.139253291,0.420422244,0.192812007,0.437011272,10,7,4.14749238627446,0.058247662,train,train,train,train,train,train,test,train,train,train
GCF_000292505.1,0.671095743,0.14487245,0.144825052,0.420422244,0.19826689,0.440290391,10,7,4.14749238627446,0.058247662,train,train,train,train,train,train,test,train,train,train
GCF_000294425.1,0.251498578,0.049999397,0.050041669,0.267527644,0.137325198,0.174663603,10,5,4.057080848,0.213276056,train,train,train,train,test,train,train,train,train,train
GCF_000294555.1,0.061630869,0.090606131,0.090516367,0.341808957,0.359690575,0.496018559,10,3,4.014557272,0.57762265,train,train,test,train,train,train,train,train,train,train
GCF_000294675.1,0.251498578,0.111438701,0.111404423,0.267527644,0.225411927,0.250535518,10,5,4.057080848,1.28360589,train,train,train,train,test,train,train,train,train,train
GCF_000294715.1,0.383868949,0.081446651,0.08147388,0.350929612,0.152389822,0.381118953,10,1,4.06332724559989,0.11552453,test,train,train,train,train,train,train,train,train,train
GCF_000297615.1,0.363464224,0.057545644,0.05752211,0.350929612,0.114869429,0.284036934,10,1,4.06332724559989,0.370666941,test,train,train,train,train,train,train,train,train,train
GCF_000299635.1,0.341045279,3.126826147,3.12792049,0.350929612,1.843522224,0.384183258,10,1,4.06332724559989,2.772588722,test,train,train,train,train,train,train,train,train,train
GCF_000300715.1,0.081897444,0.100227911,0.10011948,0.341808957,0.349564287,0.502633274,10,3,4.014557272,1.155245301,train,train,test,train,train,train,train,train,train,train
GCF_000304635.1,0.380958397,0.178473501,0.178443822,0.350929612,0.188214625,-0.035028979,10,1,4.06332724559989,0.069314718,test,train,train,train,train,train,train,train,train,train
GCF_000305935.1,0.251498578,0.047293178,0.047234485,0.267527644,0.156407334,0.183747336,10,5,4.057080848,0.030414532,train,train,train,train,test,train,train,train,train,train
GCF_000306945.1,0.383868949,0.416521107,0.41647971,0.350929612,0.421672488,0.419069916,10,1,4.06332724559989,0.521163294,test,train,train,train,train,train,train,train,train,train
GCF_000318825.1,1.816156398,0.102760995,0.102750883,0.319966732,0.122552308,0.363821715,10,2,4.051421646,0.34657359,train,test,train,train,train,train,train,train,train,train
GCF_000321925.1,0.251498578,0.773113502,0.77325656,0.267527644,0.571048614,0.549983382,10,5,4.057080848,1.575334501,train,train,train,train,test,train,train,train,train,train
GCF_000323545.1,0.380958397,0.336667183,0.336283321,0.350929612,0.294267174,0.276649594,10,1,4.06332724559989,0.815467271,test,train,train,train,train,train,train,train,train,train
GCF_000323865.1,0.380958397,0.325630077,0.325390658,0.350929612,0.28776713,0.275031716,10,1,4.06332724559989,0.815467271,test,train,train,train,train,train,train,train,train,train
GCF_000328625.1,0.251498578,0.178524134,0.178521951,0.267527644,0.225791239,0.406066149,10,5,4.057080848,0.753420848,train,train,train,train,test,train,train,train,train,train
GCF_000330745.1,0.380958397,0.147249916,0.147199384,0.350929612,0.169035998,-0.056347568,10,1,4.06332724559989,0.069314718,test,train,train,train,train,train,train,train,train,train
GCF_000332315.1,0.466353886,0.087302141,0.087317929,0.34389792,0.139296506,0.984588146,10,4,4.014557272,0.028857085,train,train,train,test,train,train,train,train,train,train
GCF_000334055.1,0.383868949,0.495042472,0.495105129,0.350929612,0.366212913,0.267655581,10,1,4.06332724559989,0.547221458,test,train,train,train,train,train,train,train,train,train
GCF_000338275.1,0.251498578,0.539118895,0.538785216,0.267527644,0.436144786,0.534009755,10,5,4.057080848,2.310490602,train,train,train,train,test,train,train,train,train,train
GCF_000338455.1,0.868829598,0.151900962,0.15196597,0.355231546,0.188090369,0.278725952,10,9,4.37758272282925,0.140029733,train,train,train,train,train,train,train,train,test,train
GCF_000339675.1,0.192411916,0.715907283,0.715617572,0.267527644,0.529897187,0.389995635,10,5,4.057080848,0.630133801,train,train,train,train,test,train,train,train,train,train
GCF_000340515.1,0.383868949,0.188778901,0.188899324,0.350929612,0.219550819,0.034868598,10,1,4.06332724559989,0.173286795,test,train,train,train,train,train,train,train,train,train
GCF_000340685.1,0.868829598,0.146497653,0.146555138,0.355231546,0.180843047,0.276517779,10,9,4.37758272282925,0.140029733,train,train,train,train,train,train,train,train,test,train
GCF_000341895.1,0.380958397,0.093956535,0.094007728,0.350929612,0.146759202,0.121736214,10,1,4.06332724559989,1.732867951,test,train,train,train,train,train,train,train,train,train
GCF_000343305.1,0.090087978,0.143853728,0.143812436,0.330158273,0.135369109,0.623640656,10,10,4.327659694,0.067756323,train,train,train,train,train,train,train,train,train,test
GCF_000343695.1,0.090087978,0.143177496,0.143173772,0.330158273,0.13472943,0.623010695,10,10,4.327659694,0.067756323,train,train,train,train,train,train,train,train,train,test
GCF_000346125.2,0.251498578,0.178601269,0.178632369,0.267527644,0.343346883,0.196776301,10,5,4.057080848,0.415058192,train,train,train,train,test,train,train,train,train,train
GCF_000347315.1,0.29134121,0.521117259,0.521594688,0.312518619,0.430112747,0.910037994,10,8,4.051532012,1.474781235,train,train,train,train,train,train,train,test,train,train
GCF_000350165.1,0.251498578,0.098866551,0.098831833,0.267527644,0.149650224,0.410447776,10,5,4.057080848,0.177730046,train,train,train,train,test,train,train,train,train,train
GCF_000353265.2,0.350853375,0.075438514,0.075388793,0.267527644,0.240829074,0.438096255,10,5,4.057080848,0.815467271,train,train,train,train,test,train,train,train,train,train
GCF_000359205.2,0.251498578,0.09319967,0.09327778,0.267527644,0.14525631,0.096247904,10,5,4.057080848,0.024755256,train,train,train,train,test,train,train,train,train,train
GCF_000359285.2,0.251498578,0.091230277,0.09118318,0.267527644,0.14360856,0.096270978,10,5,4.057080848,0.024755256,train,train,train,train,test,train,train,train,train,train
GCF_000359305.2,0.251498578,0.092144991,0.092097895,0.267527644,0.144302587,0.104567274,10,5,4.057080848,0.024755256,train,train,train,train,test,train,train,train,train,train
GCF_000359385.1,0.251498578,0.089926195,0.089848752,0.267527644,0.142460985,0.099726357,10,5,4.057080848,0.024755256,train,train,train,train,test,train,train,train,train,train
GCF_000363905.1,0.383868949,0.118386729,0.118296614,0.350929612,0.170516819,0.411287963,10,1,4.06332724559989,0.078766725,test,train,train,train,train,train,train,train,train,train
GCF_000365585.1,0.383868949,0.351330096,0.3513876,0.350929612,0.358533293,0.31104359,10,1,4.06332724559989,0.34657359,test,train,train,train,train,train,train,train,train,train
GCF_000365905.1,0.383868949,0.288776645,0.288630931,0.350929612,0.314775441,0.305352151,10,1,4.06332724559989,0.34657359,test,train,train,train,train,train,train,train,train,train
GCF_000367405.1,0.383868949,0.11889275,0.118972757,0.350929612,0.17074439,0.409607351,10,1,4.06332724559989,0.078766725,test,train,train,train,train,train,train,train,train,train
GCF_000367605.1,0.380958397,0.395224185,0.395293516,0.350929612,0.340448723,0.366263181,10,1,4.06332724559989,0.558989662,test,train,train,train,train,train,train,train,train,train
GCF_000368685.1,0.380958397,0.982263155,0.981655829,0.350929612,0.631940739,0.685243964,10,1,4.06332724559989,1.386294361,test,train,train,train,train,train,train,train,train,train
GCF_000368965.1,0.341045279,0.384015637,0.383972513,0.350929612,0.348380769,0.669175267,10,1,4.06332724559989,1.17482573,test,train,train,train,train,train,train,train,train,train
GCF_000371465.1,0.251498578,0.870905991,0.871225717,0.267527644,0.881201992,0.663131893,10,5,4.057080848,1.28360589,train,train,train,train,test,train,train,train,train,train
GCF_000372485.1,0.251498578,0.193759963,0.193692276,0.267527644,0.172085691,0.222354934,10,5,4.057080848,0.066014017,train,train,train,train,test,train,train,train,train,train
