genome_id,genbank_accession,label,cv_0,cv_1,cv_2,cv_3,cv_4,test
GCA_001311865.1,GCA_001311865,1.1760941543425762,train,train,valid,train,train,-
GCA_001462205.1,GCA_001462205,1.2982136037158456,train,train,train,train,valid,-
GCA_001542905.1,GCA_001542905,1.3521844483047705,train,train,train,train,valid,-
GCA_001550065.1,GCA_001550065,0.3010517098452264,valid,train,train,train,train,-
GCA_001571025.1,GCA_001571025,1.0000043429231045,train,train,valid,train,train,-
GCA_001602375.1,GCA_001602375,-0.0604308313440984,train,valid,train,train,train,-
GCA_001613365.1,GCA_001613365,0.1761202110560855,train,train,valid,train,train,-
GCA_001641615.1,GCA_001641615,0.6020708485542952,train,train,train,valid,train,-
GCA_001648555.1,GCA_001648555,0.5440804525867846,train,train,valid,train,train,-
GCA_002019735.1,GCA_002019735,0.3979573801038875,train,train,valid,train,train,-
GCA_002019765.1,GCA_002019765,0.8451042441768258,train,train,valid,train,train,-
GCA_002088975.1,GCA_002088975,0.812920038045028,-,-,-,-,-,test
GCA_002243045.1,GCA_002243045,-0.0027748675309,train,train,train,valid,train,-
GCA_002864685.1,GCA_002864685,0.5440804525867846,valid,train,train,train,train,-
GCA_002909235.1,GCA_002909235,0.3979573801038875,train,valid,train,train,train,-
GCA_002930105.1,GCA_002930105,1.0969134873500144,-,-,-,-,-,test
GCA_003020585.1,GCA_003020585,0.2430628648048065,valid,train,train,train,train,-
GCA_003056355.1,GCA_003056355,0.5440804525867846,valid,train,train,train,train,-
GCA_003056425.1,GCA_003056425,0.7596753975714647,train,train,train,valid,train,-
GCA_003058265.1,GCA_003058265,0.6020708485542952,train,valid,train,train,train,-
GCA_003129605.1,GCA_003129605,0.3979573801038875,train,train,train,valid,train,-
GCA_003171655.1,GCA_003171655,0.0969447551769404,-,-,-,-,-,test
GCA_003171675.1,GCA_003171675,0.3979573801038875,train,train,valid,train,train,-
GCA_003206135.1,GCA_003206135,1.1760941543425762,-,-,-,-,-,test
GCA_003206155.1,GCA_003206155,0.9420130163594588,-,-,-,-,-,test
GCA_003316635.1,GCA_003316635,0.5440804525867846,train,train,train,valid,train,-
GCA_003347495.1,GCA_003347495,0.3979573801038875,train,train,valid,train,train,-
GCA_003350345.1,GCA_003350345,0.5118967236804309,train,train,train,valid,train,-
GCA_003667345.1,GCA_003667345,0.3979573801038875,-,-,-,-,-,test
GCA_003675855.1,GCA_003675855,1.301032167130962,train,train,train,valid,train,-
GCA_003675875.1,GCA_003675875,1.2580965920175016,train,train,train,valid,train,-
GCA_003716875.1,GCA_003716875,0.812920038045028,train,train,valid,train,train,-
GCA_003731635.1,GCA_003731635,0.3010517098452264,train,train,train,valid,train,-
GCA_003999375.1,GCA_003999375,0.4393484860697474,train,train,train,valid,train,-
GCA_004138525.1,GCA_004138525,1.0969134873500144,valid,train,train,train,train,-
GCA_004153545.1,GCA_004153545,0.6020708485542952,train,train,train,valid,train,-
GCA_005281475.1,GCA_005281475,0.1761202110560855,train,train,valid,train,train,-
GCA_005870085.1,GCA_005870085,0.929424035031084,train,train,train,train,valid,-
GCA_006974145.1,GCA_006974145,0.1761202110560855,train,valid,train,train,train,-
GCA_007655485.1,GCA_007655485,1.2787558867072448,train,train,train,train,valid,-
GCA_008001015.1,GCA_008001015,0.6020708485542952,train,train,train,valid,train,-
GCA_008638305.1,GCA_008638305,0.1761202110560855,train,valid,train,train,train,-
GCA_008831545.1,GCA_008831545,1.181708707136235,valid,train,train,train,train,-
GCA_009176545.1,GCA_009176545,1.181708707136235,train,train,train,train,valid,-
GCA_009193135.1,GCA_009193135,0.3010517098452264,-,-,-,-,-,test
GCA_009602535.1,GCA_009602535,0.4771357309611232,train,train,train,valid,train,-
GCA_009811315.1,GCA_009811315,0.3010517098452264,train,train,valid,train,train,-
GCA_009900715.1,GCA_009900715,1.301032167130962,train,train,train,valid,train,-
GCA_011634895.1,GCA_011634895,0.1761202110560855,train,train,train,valid,train,-
GCA_013618945.1,GCA_013618945,0.6020708485542952,train,train,train,valid,train,-
GCA_019575955.1,GCA_019575955,0.7781584885646907,-,-,-,-,-,test
GCA_020177375.1,GCA_020177375,1.2430405303619576,train,train,train,train,valid,-
GCA_024347055.1,GCA_024347055,0.1761202110560855,train,train,valid,train,train,-
GCA_024464655.1,GCA_024464655,1.2552749178437257,train,train,train,train,valid,-
GCA_024498175.1,GCA_024498175,1.2580965920175016,train,train,train,train,valid,-
GCA_024714495.1,GCA_024714495,0.4624129733125506,train,train,valid,train,train,-
